SubwayStation,TimeToSubway,TimeToBusStop,N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Park),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_SchoolNearBy(Elementary),HallwayType,Floor,YearBuilt,N_FacilitiesInApt,HeatingType,AptManageType,Size(sqf),SalePrice
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,644,85840
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,2,2014,2,individual_heating,management_in_trust,288,84070
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,15,2014,1,individual_heating,self_management,135,35398
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,1451,174336
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,2,2005,7,individual_heating,management_in_trust,914,261061
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,14,1993,4,individual_heating,management_in_trust,1288,305309
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,10,2005,7,individual_heating,management_in_trust,914,194690
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,14,2009,5,individual_heating,management_in_trust,910,200318
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,11,2007,10,individual_heating,management_in_trust,1643,451327
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,3,1986,4,central_heating,management_in_trust,2092,407079
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,6,2009,5,individual_heating,management_in_trust,910,201672
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,18,2009,5,individual_heating,management_in_trust,910,203646
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,18,1993,4,individual_heating,management_in_trust,914,148672
Kyungbuk-uni-hospital,0~5min,0~5min,2,1,0,0,3,2,0,3,corridor,6,1978,3,individual_heating,self_management,871,104424
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,25,2007,5,individual_heating,management_in_trust,1629,442477
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,22,2007,5,individual_heating,management_in_trust,1483,405309
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,12,1992,3,individual_heating,self_management,644,82300
Banwoldang,5min~10min,0~5min,1,2,1,0,3,2,108,2,corridor,16,2014,2,individual_heating,management_in_trust,288,99823
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,17,2005,7,individual_heating,management_in_trust,914,161061
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,7,1986,4,central_heating,management_in_trust,1313,181415
Banwoldang,0~5min,0~5min,0,0,0,0,0,0,203,0,terraced,16,2014,10,individual_heating,management_in_trust,914,361946
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,8,2009,5,individual_heating,management_in_trust,910,230088
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,4,2006,4,individual_heating,management_in_trust,903,230088
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,11,2007,10,individual_heating,management_in_trust,868,230088
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,19,2005,7,individual_heating,management_in_trust,572,193805
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,5,2009,5,individual_heating,management_in_trust,914,303982
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,18,2007,4,individual_heating,management_in_trust,914,207079
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,4,2009,5,individual_heating,management_in_trust,1160,250000
Daegu,5min~10min,0~5min,2,1,0,0,3,2,400,3,terraced,14,2015,7,individual_heating,management_in_trust,839,336283
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,4,1986,4,central_heating,management_in_trust,1377,198230
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,24,2015,10,individual_heating,management_in_trust,644,296460
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,16,1993,4,individual_heating,management_in_trust,914,172566
Daegu,5min~10min,0~5min,1,2,1,2,5,0,76,2,corridor,5,1985,3,individual_heating,self_management,587,86283
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,20,1993,4,individual_heating,management_in_trust,644,115044
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,2,2006,5,individual_heating,management_in_trust,814,220353
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,1184,327433
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,18,2013,7,individual_heating,management_in_trust,426,103663
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,644,179646
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,9,1993,4,individual_heating,management_in_trust,2337,221238
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,17,2006,5,individual_heating,management_in_trust,914,168141
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,1761,380530
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,18,1993,4,individual_heating,management_in_trust,644,181415
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,31,2007,10,individual_heating,management_in_trust,1928,585840
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,2,1993,4,individual_heating,management_in_trust,914,211504
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,11,1986,4,central_heating,management_in_trust,914,154867
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,2,1993,4,individual_heating,management_in_trust,644,119469
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,7,2006,5,individual_heating,management_in_trust,1412,274336
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,26,2007,4,individual_heating,management_in_trust,1394,263716
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,4,1986,4,central_heating,management_in_trust,1131,209734
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,19,2007,5,individual_heating,management_in_trust,1629,464601
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,9,2007,10,individual_heating,management_in_trust,868,339823
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1131,211504
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,4,2007,4,individual_heating,management_in_trust,1394,203539
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,23,2007,10,individual_heating,management_in_trust,868,206194
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,3,2009,5,individual_heating,management_in_trust,910,149619
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,26,2007,4,individual_heating,management_in_trust,1103,252212
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,26,2006,5,individual_heating,management_in_trust,1437,279646
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,22,2005,7,individual_heating,management_in_trust,914,203982
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,5,2007,10,individual_heating,management_in_trust,868,190265
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,7,1992,3,individual_heating,self_management,644,77876
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,914,132743
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,11,2014,9,individual_heating,management_in_trust,914,340707
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,28,2007,4,individual_heating,management_in_trust,1419,333628
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,9,1993,4,individual_heating,management_in_trust,644,75221
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,9,2014,9,individual_heating,management_in_trust,910,346017
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,3,2009,5,individual_heating,management_in_trust,910,163716
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,13,2014,1,individual_heating,self_management,135,60176
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,4,1993,4,individual_heating,management_in_trust,914,154867
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,19,2008,8,individual_heating,management_in_trust,829,215486
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,8,1993,4,individual_heating,management_in_trust,1761,203539
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,7,2007,4,individual_heating,management_in_trust,1103,254867
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,7,2007,10,individual_heating,management_in_trust,1519,361061
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,20,2005,7,individual_heating,management_in_trust,743,137168
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,15,2005,7,individual_heating,management_in_trust,572,73840
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,12,2006,4,individual_heating,management_in_trust,903,174336
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,8,2007,10,individual_heating,management_in_trust,868,290265
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,19,2015,10,individual_heating,management_in_trust,644,288495
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,17,2007,4,individual_heating,management_in_trust,1103,194690
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,4,2007,4,individual_heating,management_in_trust,1366,243362
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,29,2007,4,individual_heating,management_in_trust,1448,300884
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,21,2005,7,individual_heating,management_in_trust,743,183185
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,18,2007,10,individual_heating,management_in_trust,868,311504
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,18,2005,7,individual_heating,management_in_trust,743,170796
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,31,2007,4,individual_heating,management_in_trust,1448,265486
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,24,2007,5,individual_heating,management_in_trust,1483,373451
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1377,176106
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,2,2013,7,individual_heating,management_in_trust,644,140380
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,1,1993,4,individual_heating,management_in_trust,1761,190265
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,13,2013,7,individual_heating,management_in_trust,907,358407
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,15,2006,5,individual_heating,management_in_trust,1743,448672
Sin-nam,5min~10min,0~5min,1,2,1,1,5,2,18,6,corridor,13,1986,3,individual_heating,management_in_trust,451,53097
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,2,1992,3,individual_heating,management_in_trust,576,60176
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,6,1992,3,individual_heating,management_in_trust,644,68141
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,18,2005,7,individual_heating,management_in_trust,572,73840
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,4,2015,10,individual_heating,management_in_trust,1035,451327
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,8,1992,3,individual_heating,management_in_trust,640,115044
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,24,2007,4,individual_heating,management_in_trust,1394,286283
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,25,2014,9,individual_heating,management_in_trust,907,334513
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,20,2007,5,individual_heating,management_in_trust,1690,462831
no-subway-nearby,5min~10min,10min~15min,1,0,0,1,4,1,218,0,corridor,13,2014,1,individual_heating,self_management,135,53982
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,18,1993,4,individual_heating,management_in_trust,1451,162831
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,13,2006,5,individual_heating,management_in_trust,2056,378761
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,5,1993,4,individual_heating,management_in_trust,1761,228318
Daegu,5min~10min,0~5min,1,2,1,2,5,0,76,2,corridor,9,1985,3,individual_heating,self_management,498,54867
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,19,2006,5,individual_heating,management_in_trust,1149,281415
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,11,2014,9,individual_heating,management_in_trust,644,272566
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,1,1986,4,central_heating,management_in_trust,1313,170796
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,2,2014,9,individual_heating,management_in_trust,910,288495
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,14,1993,4,individual_heating,management_in_trust,644,94690
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,11,1993,4,individual_heating,management_in_trust,644,147787
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,8,1993,4,individual_heating,management_in_trust,914,231858
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,10,2007,10,individual_heating,management_in_trust,1643,416814
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,6,2006,5,individual_heating,management_in_trust,910,190265
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,15,2006,4,individual_heating,management_in_trust,903,297787
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,4,2008,8,individual_heating,management_in_trust,914,177876
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,18,2007,10,individual_heating,management_in_trust,868,225663
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,13,1992,3,individual_heating,management_in_trust,355,37168
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,19,1993,4,individual_heating,management_in_trust,914,154867
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,5,2008,8,individual_heating,management_in_trust,914,212389
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,19,2008,8,individual_heating,management_in_trust,1167,214159
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,9,1997,5,individual_heating,management_in_trust,644,172566
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,4,1992,3,individual_heating,management_in_trust,576,119026
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,11,2005,7,individual_heating,management_in_trust,743,145575
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,5,2005,7,individual_heating,management_in_trust,914,265486
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,10,2007,10,individual_heating,management_in_trust,868,221238
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,3,2008,8,individual_heating,management_in_trust,914,234513
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,3,2009,5,individual_heating,management_in_trust,910,175221
Sin-nam,0~5min,5min~10min,1,1,1,0,3,2,475,2,terraced,19,2008,8,individual_heating,management_in_trust,914,318584
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,12,1992,3,individual_heating,self_management,914,216814
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,13,2015,10,individual_heating,management_in_trust,910,336283
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,20,2007,10,individual_heating,management_in_trust,868,219469
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,8,1993,4,individual_heating,management_in_trust,914,161946
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,5,1986,4,central_heating,management_in_trust,1313,168141
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,19,2005,7,individual_heating,management_in_trust,743,250000
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,4,1997,5,individual_heating,management_in_trust,558,64601
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,1,2013,7,individual_heating,management_in_trust,426,96469
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,12,2009,5,individual_heating,management_in_trust,910,230088
no-subway-nearby,5min~10min,5min~10min,1,2,1,0,1,1,1321,2,terraced,24,2015,10,individual_heating,management_in_trust,910,376106
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,11,2005,7,individual_heating,management_in_trust,914,271681
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,7,2005,7,individual_heating,management_in_trust,572,102212
Chil-sung-market,15min~20min,5min~10min,1,2,1,1,7,3,56,4,mixed,10,1997,5,individual_heating,management_in_trust,644,85398
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,4,1993,4,individual_heating,management_in_trust,644,152212
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,24,2013,7,individual_heating,management_in_trust,910,353982
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,23,2014,9,individual_heating,management_in_trust,910,367256
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,7,2013,7,individual_heating,management_in_trust,644,144752
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,12,1992,3,individual_heating,management_in_trust,576,120353
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,35,2013,7,individual_heating,management_in_trust,907,371681
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,25,2006,5,individual_heating,management_in_trust,2056,369911
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,2,2007,10,individual_heating,management_in_trust,868,320353
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,15,1993,4,individual_heating,management_in_trust,1761,212389
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,10,2007,5,individual_heating,management_in_trust,1334,347787
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,16,1993,4,individual_heating,management_in_trust,644,91592
Kyungbuk-uni-hospital,0~5min,0~5min,1,1,1,0,5,3,930,4,terraced,6,2013,7,individual_heating,management_in_trust,910,248884
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,14,2007,4,individual_heating,management_in_trust,1394,247787
Myung-duk,0~5min,0~5min,1,0,0,5,7,5,1174,4,terraced,22,2014,9,individual_heating,management_in_trust,914,344690
Myung-duk,0~5min,5min~10min,1,1,0,2,3,1,181,4,terraced,3,2006,4,individual_heating,management_in_trust,903,207079
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,5,2007,5,individual_heating,management_in_trust,1483,283185
Banwoldang,0~5min,0~5min,1,2,1,0,4,1,605,2,terraced,26,2007,5,individual_heating,management_in_trust,1690,451327
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,13,2005,7,individual_heating,management_in_trust,743,138053
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,4,2006,5,individual_heating,management_in_trust,910,201769
Sin-nam,0~5min,0~5min,1,0,0,0,1,2,536,2,terraced,25,2006,5,individual_heating,management_in_trust,2056,380530
no-subway-nearby,no_bus_stop_nearby,0~5min,1,0,1,2,2,1,203,2,terraced,6,2009,5,individual_heating,management_in_trust,910,207044
Banwoldang,0~5min,0~5min,2,2,1,0,2,2,524,2,terraced,21,2007,4,individual_heating,management_in_trust,1103,230088
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,10,1993,4,individual_heating,management_in_trust,644,79646
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,5,2007,10,individual_heating,management_in_trust,868,194690
Myung-duk,15min~20min,0~5min,2,0,0,5,6,5,536,4,mixed,13,1993,4,individual_heating,management_in_trust,2337,278761
Kyungbuk-uni-hospital,10min~15min,5min~10min,1,1,0,1,2,2,184,3,terraced,13,2006,5,individual_heating,management_in_trust,910,307079
Myung-duk,10min~15min,5min~10min,1,1,1,5,7,5,0,4,corridor,6,1992,3,individual_heating,management_in_trust,576,123893
Myung-duk,15min~20min,5min~10min,1,1,0,1,5,4,79,3,mixed,1,1992,3,individual_heating,self_management,914,108849
Bangoge,5min~10min,0~5min,2,0,0,5,5,4,798,3,mixed,21,2005,7,individual_heating,management_in_trust,914,164601
Kyungbuk-uni-hospital,0~5min,0~5min,1,2,2,0,3,2,1270,3,terraced,26,2007,10,individual_heating,management_in_trust,1387,346017
Kyungbuk-uni-hospital,10min~15min,0~5min,1,1,1,1,5,1,0,3,terraced,5,1986,4,central_heating,management_in_trust,914,144690
